region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2009,46.03716198
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,6.655
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2009,68.114
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2009,15114
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2009,17567
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2008,67.546
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2008,16061
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2008,18792
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,25.937
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,6.81
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,3.018
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2008,40.54435594
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2008,59.7
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,80.3
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2008,1.48189634422316
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2008,13933660
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,6.996
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2007,19874
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2007,16807
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2007,66.89
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2007,21.91059883
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2007,13728700
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2007,1.49220903680766
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,77.4
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2007,57.4
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,3.086
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,26.043
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,26.098
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2006,13525360
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2006,1.52954222964231
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2006,66.144
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2006,22.51567597
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2006,55.1
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,74.5
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2006,17473
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2006,20930
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,7.216
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,3.155
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2005,65.311
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2005,1.57177054907178
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2005,13320058
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,7.479
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2005,27.16969704
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,26.145
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2005,22042
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2005,18148
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,71.6
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2005,52.9
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,3.227
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,26.24
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2004,25.73593323
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2004,50.6
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,68.7
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2004,13112334
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,3.309
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,7.792
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2004,18972
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2004,23476
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2004,1.6231665963342
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2004,64.4
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,8.153
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2003,24.11555285
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2003,63.444
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2003,1.71392443566711
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2003,12901217
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,26.44
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,3.406
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2003,25383
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2003,19975
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,65.8
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2003,48.4
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,26.793
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2002,62.476
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2002,1.85516642931481
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2002,12681984
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2002,19.93464528
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,8.553
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,62.9
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2002,46.1
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,3.521
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2002,21358
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2002,28037
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,27.327
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,3.654
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2001,2.03665236712955
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2001,12448881
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,60
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2001,43.9
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,8.983
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2001,23070
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2001,31316
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2001,18.08916318
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2001,61.525
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,3.805
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,57.1
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",2000,60.624
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,2000,24931
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,2000,34884
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",2000,12197905
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),2000,2.23499846250207
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,28.06
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),2000,41.6
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),2000,17.45969224
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,9.426
East Asia & Pacific,Cambodia,Health: Mortality,"Life expectancy at birth, female (years)",1999,59.805
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,9.864
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1999,38558
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1999,27073
East Asia & Pacific,Cambodia,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,28.992
East Asia & Pacific,Cambodia,Health: Health services,Health expenditure per capita (current US$),1999,16.26814729
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1999,39.4
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,54.1
East Asia & Pacific,Cambodia,Health: Population: Structure,"Population, total",1999,11928306
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1999,2.43371579808045
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1999,3.971
East Asia & Pacific,Cambodia,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,4.146
East Asia & Pacific,Cambodia,Health: Disease prevention,Improved water source (% of population with access),1998,37.1
East Asia & Pacific,Cambodia,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,51.2
East Asia & Pacific,Cambodia,Health: Mortality,Number of infant deaths,1998,29314
East Asia & Pacific,Cambodia,Health: Mortality,Number of under-five deaths,1998,41961
East Asia & Pacific,Cambodia,Health: Population: Dynamics,Population growth (annual %),1998,2.63525094136556
